age,hh_income,male,bachelor_degree,job_type_1,job_type_2,job_type_3,job_type_4,motif,res_type
29,5,True,True,0,1,0,0,HOH,2
60,7,False,False,0,1,0,0,HOH,1
52,8,False,True,0,1,0,0,HWH,1
56,5,False,True,0,1,0,0,HOH,2
59,6,True,False,0,1,0,0,HWH,4
44,9,False,False,0,1,0,0,HWH,6
30,9,False,False,0,1,0,0,HWH,7
59,6,True,False,0,1,0,0,HWH,4
54,8,False,False,0,1,0,0,H,1
28,6,True,True,0,1,0,0,HWH,6
61,11,False,True,0,1,0,0,HOH,0
29,7,False,True,0,1,0,0,HWH,4
52,11,False,True,0,1,0,0,HOH,6
61,11,False,True,0,1,0,0,HOH,0
73,3,False,False,0,1,0,0,HOH,5
56,5,False,True,0,1,0,0,HOH,2
61,11,False,True,0,1,0,0,HOH,0
53,6,False,False,0,1,0,0,HOH,4
52,8,False,True,0,1,0,0,HWH,1
59,6,True,False,0,1,0,0,HWH,4
25,6,True,False,0,1,0,0,HWH,3
29,7,False,True,0,1,0,0,HWH,4
40,6,False,False,0,1,0,0,HOWOH,2
68,11,False,True,0,1,0,0,H,0
59,8,False,False,0,1,0,0,H,1
52,6,True,False,0,1,0,0,HOH,2
32,8,False,True,0,1,0,0,HWH,1
54,10,False,False,0,1,0,0,HWH,7
28,6,True,True,0,1,0,0,HWH,6
68,11,False,True,0,1,0,0,H,0
45,7,False,True,0,1,0,0,HWH,6
21,8,False,False,0,1,0,0,HWH,3
28,6,True,True,0,1,0,0,HWH,6
53,6,False,False,0,1,0,0,HOH,4
60,7,False,False,0,1,0,0,HWH,1
29,7,False,True,0,1,0,0,HWH,4
52,4,False,False,0,1,0,0,HWH,3
49,5,False,True,0,1,0,0,HWH,0
59,8,False,False,0,1,0,0,H,1
59,6,True,False,0,1,0,0,HWH,4
28,6,True,True,0,1,0,0,HWH,6
52,4,False,False,0,1,0,0,HWH,3
64,6,False,True,0,1,0,0,HWOWH,4
52,6,True,False,0,1,0,0,HOH,2
64,6,False,True,0,1,0,0,HWOWH,4
52,6,True,False,0,1,0,0,HOH,2
57,8,False,False,0,1,0,0,HWH,0
54,8,False,False,0,1,0,0,H,1
61,6,False,False,0,1,0,0,HWH,1
64,6,False,True,0,1,0,0,HWOWH,4
